"Nº pers","% HorTbjo","Casilla selección empleado a t","Porcentaje_HTrab"
104663,100,"No",100
104662,100,"No",100
104661,100,"No",100
104660,100,"No",100
104670,100,"No",100
104669,100,"No",100
104668,100,"No",100
104667,100,"No",100
104666,100,"No",100
104675,50,"Sí",50
104674,100,"No",100
104673,100,"No",100
104672,100,"No",100
104671,100,"No",100
104680,50,"Sí",50
104679,100,"No",100
104678,100,"No",100
104677,100,"No",100
104676,100,"No",100
104685,100,"No",100
104684,100,"No",100
104683,100,"No",100
104682,100,"No",100
104681,100,"No",100
104690,100,"No",100
104689,100,"No",100
104688,100,"No",100
104687,100,"No",100
104686,100,"No",100
104695,100,"No",100
104694,100,"No",100
104693,100,"No",100
104692,100,"No",100
104691,100,"No",100
104702,100,"No",100
104700,100,"No",100
104698,100,"No",100
104697,100,"No",100
104696,100,"No",100
104707,100,"No",100
104706,100,"No",100
104705,100,"No",100
104704,100,"No",100
104703,100,"No",100
104713,100,"No",100
104712,100,"No",100
104710,100,"No",100
104709,100,"No",100
104708,100,"No",100
104718,100,"No",100
104717,100,"No",100
104716,100,"No",100
104715,100,"No",100
104714,100,"No",100
104723,100,"No",100
104722,100,"No",100
104721,100,"No",100
104720,100,"No",100
104719,50,"Sí",50
104728,100,"No",100
104727,100,"No",100
104726,100,"No",100
104725,100,"No",100
104724,100,"No",100
104735,100,"No",100
104734,100,"No",100
104733,100,"No",100
104732,100,"No",100
104731,100,"No",100
104741,100,"No",100
104740,100,"No",100
104739,100,"No",100
104738,100,"No",100
104736,100,"No",100
104746,100,"No",100
104745,100,"No",100
104744,100,"No",100
104743,100,"No",100
104742,100,"No",100
104751,100,"No",100
104750,100,"No",100
104749,100,"No",100
104748,100,"No",100
104747,100,"No",100
104756,100,"No",100
104755,100,"No",100
104754,100,"No",100
104753,100,"No",100
104752,100,"No",100
104761,100,"No",100
104760,100,"No",100
104759,100,"No",100
104758,100,"No",100
104757,100,"No",100
104766,100,"No",100
104765,100,"No",100
104764,100,"No",100
104763,100,"No",100
104762,100,"No",100
104771,100,"No",100
104770,100,"No",100
104769,100,"No",100
104768,100,"No",100
104767,100,"No",100
104776,100,"No",100
104775,100,"No",100
104774,100,"No",100
104773,100,"No",100
104772,100,"No",100
104781,100,"No",100
104780,100,"No",100
104779,100,"No",100
104778,100,"No",100
104777,100,"No",100
104788,100,"No",100
104787,100,"No",100
104786,100,"No",100
104784,100,"No",100
104783,100,"No",100
104794,100,"No",100
104792,100,"No",100
104791,100,"No",100
104790,100,"No",100
104789,100,"No",100
104800,100,"No",100
104799,100,"No",100
104798,100,"No",100
104796,100,"No",100
104795,100,"No",100
104805,100,"No",100
104804,100,"No",100
104803,100,"No",100
104802,100,"No",100
104801,100,"No",100
104811,100,"No",100
104810,100,"No",100
104808,100,"No",100
104807,100,"No",100
104806,100,"No",100
104817,100,"No",100
104816,100,"No",100
104814,100,"No",100
104813,100,"No",100
104812,100,"No",100
104822,100,"Sí",100
104821,100,"No",100
104820,100,"No",100
104819,100,"No",100
104818,100,"No",100
104828,100,"No",100
104826,100,"No",100
104825,100,"No",100
104824,100,"No",100
104823,100,"No",100
104833,100,"No",100
104832,100,"No",100
104831,100,"No",100
104830,100,"No",100
104829,100,"No",100
104838,100,"No",100
104837,100,"No",100
104836,100,"No",100
104835,100,"No",100
104834,100,"No",100
104844,100,"No",100
104843,100,"No",100
104841,100,"No",100
104840,100,"No",100
104839,100,"No",100
104849,100,"No",100
104848,100,"No",100
104847,100,"No",100
104846,100,"No",100
104845,100,"No",100
104854,100,"No",100
104853,100,"No",100
104852,100,"No",100
104851,100,"No",100
104850,100,"No",100
104859,100,"No",100
104858,100,"No",100
104857,100,"No",100
104856,100,"No",100
104855,100,"No",100
104864,100,"No",100
104863,100,"No",100
104862,100,"No",100
104861,100,"No",100
104860,100,"No",100
104869,100,"No",100
104868,100,"No",100
104867,100,"No",100
104866,100,"No",100
104865,100,"No",100
104874,100,"No",100
104873,50,"Sí",50
104872,100,"No",100
104871,100,"No",100
104870,100,"No",100
104879,100,"No",100
104878,100,"No",100
104877,100,"No",100
104876,100,"No",100
104875,100,"No",100
104884,100,"No",100
104883,100,"No",100
104882,100,"No",100
104881,100,"No",100
104880,100,"No",100
104890,100,"No",100
104889,100,"No",100
104888,100,"No",100
104886,100,"No",100
104885,100,"No",100
104895,100,"No",100
104894,100,"No",100
104893,100,"No",100
104892,100,"No",100
104891,100,"No",100
104900,100,"No",100
104899,100,"No",100
104898,100,"No",100
104897,100,"No",100
104896,100,"No",100
104905,100,"No",100
104904,100,"No",100
104903,100,"No",100
104902,100,"No",100
104901,100,"No",100
104911,100,"No",100
104910,100,"No",100
104908,100,"No",100
104907,100,"No",100
104906,100,"No",100
104916,100,"No",100
104915,100,"No",100
104914,100,"No",100
104913,100,"No",100
104912,100,"No",100
104956,100,"No",100
104951,100,"No",100
104928,100,"No",100
104922,100,"No",100
104917,100,"No",100
104964,100,"No",100
104963,100,"No",100
104962,100,"No",100
104961,100,"No",100
104958,100,"No",100
104970,100,"No",100
104969,100,"No",100
104968,100,"No",100
104967,100,"No",100
104966,100,"No",100
104977,100,"No",100
104976,100,"No",100
104975,100,"No",100
104974,100,"No",100
104973,100,"No",100
104983,100,"No",100
104982,100,"No",100
104981,100,"No",100
104980,100,"No",100
104979,100,"No",100
104988,100,"No",100
104987,100,"No",100
104986,100,"No",100
104985,100,"No",100
104984,100,"No",100
104993,100,"No",100
104992,100,"No",100
104991,100,"No",100
104990,100,"No",100
104989,100,"No",100
104998,100,"No",100
104997,100,"No",100
104996,100,"No",100
104995,100,"No",100
104994,100,"No",100
105003,100,"No",100
105002,100,"No",100
105001,100,"No",100
105000,100,"No",100
104999,100,"No",100
105008,100,"No",100
105007,100,"No",100
105006,100,"No",100
105005,100,"No",100
105004,100,"No",100
105013,100,"No",100
105012,100,"No",100
105011,100,"No",100
105010,100,"No",100
105009,100,"No",100
105018,100,"No",100
105017,100,"No",100
105016,100,"No",100
105015,100,"No",100
105014,100,"No",100
105024,100,"No",100
105023,100,"No",100
105021,45,"Sí",45
105020,100,"No",100
105019,100,"No",100
105029,100,"No",100
105028,100,"No",100
105027,100,"No",100
105026,100,"No",100
105025,100,"No",100
105034,100,"No",100
105033,100,"No",100
105032,100,"No",100
105031,100,"No",100
105030,100,"No",100
105039,100,"No",100
105038,100,"No",100
105037,100,"No",100
105036,100,"No",100
105035,100,"No",100
105044,100,"No",100
105043,100,"No",100
105042,100,"No",100
105041,100,"No",100
105040,100,"No",100
105049,100,"No",100
105048,100,"No",100
105047,100,"No",100
105046,100,"No",100
105045,100,"No",100
105054,100,"No",100
105053,100,"No",100
105052,100,"No",100
105051,80,"Sí",80
105050,100,"No",100
105059,100,"No",100
105058,100,"No",100
105057,100,"No",100
105056,100,"No",100
105055,100,"No",100
105064,100,"No",100
105063,100,"No",100
105062,100,"No",100
105061,100,"No",100
105060,100,"No",100
105069,100,"No",100
105068,100,"No",100
105067,100,"No",100
105066,100,"No",100
105065,100,"No",100
105076,100,"No",100
105074,100,"Sí",100
105073,100,"No",100
105071,100,"No",100
105070,100,"No",100
105081,100,"No",100
105080,100,"No",100
105079,100,"No",100
105078,100,"No",100
105077,100,"No",100
105086,100,"No",100
105085,100,"No",100
105084,100,"No",100
105083,100,"No",100
105082,100,"No",100
105091,100,"No",100
105090,100,"No",100
105089,100,"No",100
105088,60,"Sí",60
105087,100,"No",100
105096,100,"No",100
105095,100,"No",100
105094,100,"No",100
105093,100,"No",100
105092,100,"No",100
105103,100,"No",100
105102,100,"No",100
105101,100,"No",100
105099,100,"No",100
105098,100,"No",100
105108,100,"No",100
105107,100,"No",100
105106,100,"No",100
105105,100,"No",100
105104,100,"No",100
105113,100,"No",100
105112,100,"No",100
105111,100,"No",100
105110,100,"No",100
105109,100,"No",100
105119,100,"No",100
105117,100,"No",100
105116,100,"No",100
105115,100,"No",100
105114,100,"No",100
105126,100,"No",100
105124,100,"No",100
105123,100,"No",100
105122,100,"No",100
105121,100,"No",100
105134,100,"No",100
105133,75,"Sí",75
105130,100,"No",100
105129,100,"No",100
105127,100,"No",100
105140,100,"No",100
105139,100,"No",100
105138,100,"No",100
105137,100,"No",100
105135,100,"No",100
105145,100,"No",100
105144,100,"No",100
105143,100,"No",100
105142,100,"No",100
105141,100,"No",100
105150,100,"No",100
105149,100,"No",100
105148,100,"No",100
105147,100,"No",100
105146,100,"No",100
105156,100,"No",100
105155,75,"Sí",75
105154,100,"No",100
105153,100,"No",100
105151,100,"No",100
105162,100,"No",100
105161,100,"No",100
105160,100,"No",100
105158,100,"No",100
105157,100,"No",100
105167,100,"No",100
105166,100,"No",100
105165,100,"No",100
105164,100,"No",100
105163,100,"No",100
105174,100,"No",100
105173,100,"No",100
105171,100,"No",100
105170,100,"No",100
105168,100,"No",100
105180,100,"No",100
105178,100,"No",100
105177,100,"No",100
105176,100,"No",100
105175,100,"No",100
105192,100,"No",100
105191,50,"Sí",50
105190,100,"No",100
105188,100,"No",100
105186,100,"No",100
105198,100,"No",100
105196,100,"No",100
105195,100,"No",100
105194,100,"No",100
105193,100,"No",100
105207,100,"No",100
105205,100,"No",100
105203,100,"No",100
105201,100,"No",100
105199,100,"No",100
105213,50,"Sí",50
105212,50,"Sí",50
105211,100,"No",100
105209,100,"No",100
105208,100,"Sí",100
105220,100,"No",100
105219,100,"No",100
105217,50,"Sí",50
105216,100,"No",100
105215,100,"No",100
105225,50,"Sí",50
105224,100,"No",100
105223,66.67,"Sí",67
105222,100,"No",100
105221,100,"No",100
105231,100,"No",100
105230,100,"No",100
105229,100,"No",100
105228,100,"No",100
105227,60,"Sí",60
105237,100,"No",100
105236,100,"No",100
105235,100,"No",100
105234,100,"No",100
105232,100,"No",100
105244,100,"No",100
105242,93.3,"Sí",93
105241,100,"No",100
105240,100,"No",100
105239,100,"No",100
105249,100,"No",100
105248,100,"No",100
105247,100,"No",100
105246,70,"Sí",70
105245,100,"No",100
105255,100,"No",100
105254,100,"No",100
105253,100,"No",100
105252,100,"No",100
105250,100,"No",100
105260,100,"No",100
105259,100,"No",100
105258,100,"No",100
105257,100,"No",100
105256,100,"No",100
105266,100,"No",100
105264,100,"No",100
105263,100,"No",100
105262,100,"No",100
105261,100,"Sí",100
105272,100,"No",100
105271,100,"No",100
105270,50,"Sí",50
105268,100,"No",100
105267,75,"Sí",75
105279,100,"No",100
105278,100,"No",100
105276,50,"Sí",50
105275,50,"Sí",50
105273,100,"No",100
105284,100,"No",100
105283,100,"No",100
105282,100,"No",100
105281,100,"No",100
105280,66.67,"Sí",67
105291,100,"No",100
105290,100,"No",100
105288,100,"No",100
105287,100,"No",100
105286,100,"No",100
105296,100,"No",100
105295,100,"No",100
105294,100,"No",100
105293,100,"No",100
105292,100,"No",100
105302,100,"No",100
105301,100,"Sí",100
105299,100,"No",100
105298,100,"No",100
105297,100,"No",100
105307,50,"Sí",50
105306,100,"Sí",100
105305,100,"No",100
105304,100,"No",100
105303,40,"Sí",40
105315,100,"No",100
105314,100,"No",100
105312,100,"No",100
105311,100,"No",100
105309,100,"No",100
105320,100,"No",100
105319,50,"Sí",50
105318,100,"No",100
105317,100,"No",100
105316,100,"No",100
105326,100,"No",100
105324,100,"No",100
105323,100,"No",100
105322,100,"No",100
105321,100,"No",100
105332,100,"No",100
105330,100,"No",100
105329,100,"No",100
105328,100,"No",100
105327,100,"No",100
105337,100,"No",100
105336,66.67,"Sí",67
105335,100,"No",100
105334,100,"No",100
105333,100,"No",100
105342,100,"Sí",100
105341,100,"No",100
105340,100,"Sí",100
105339,50,"Sí",50
105338,100,"No",100
105349,100,"No",100
105348,50,"Sí",50
105347,100,"No",100
105346,100,"No",100
105343,100,"No",100
105355,100,"No",100
105353,50,"Sí",50
105352,100,"No",100
105351,33.33,"Sí",33
105350,100,"No",100
105360,100,"No",100
105359,100,"No",100
105358,100,"No",100
105357,100,"No",100
105356,100,"No",100
105365,100,"No",100
105364,100,"No",100
105363,100,"No",100
105362,100,"No",100
105361,80,"Sí",80
105370,100,"No",100
105369,100,"No",100
105368,100,"No",100
105367,100,"No",100
105366,50,"Sí",50
105376,100,"No",100
105375,100,"No",100
105374,100,"No",100
105373,100,"No",100
105372,50,"Sí",50
105400,100,"No",100
105396,100,"No",100
105395,100,"No",100
105393,100,"No",100
105384,100,"No",100
105405,100,"No",100
105404,100,"No",100
105403,100,"No",100
105402,100,"No",100
105401,100,"No",100
105410,100,"No",100
105409,90,"Sí",90
105408,100,"No",100
105407,100,"No",100
105406,100,"No",100
105415,100,"No",100
105414,100,"No",100
105413,100,"No",100
105412,100,"No",100
105411,100,"No",100
105420,100,"No",100
105419,100,"No",100
105418,100,"No",100
105417,100,"No",100
105416,100,"No",100
105426,100,"No",100
105425,100,"No",100
105424,100,"No",100
105422,100,"No",100
105421,100,"No",100
105431,100,"No",100
105430,100,"No",100
105429,100,"No",100
105428,100,"No",100
105427,100,"No",100
105436,100,"No",100
105435,100,"No",100
105434,100,"No",100
105433,100,"No",100
105432,100,"No",100
105441,100,"No",100
105440,100,"No",100
105439,100,"No",100
105438,100,"No",100
105437,100,"No",100
105446,100,"No",100
105445,100,"No",100
105444,100,"No",100
105443,100,"No",100
105442,100,"No",100
105452,100,"No",100
105451,100,"No",100
105450,100,"No",100
105448,100,"No",100
105447,100,"No",100
105458,100,"No",100
105457,100,"No",100
105456,100,"No",100
105455,100,"No",100
105454,100,"No",100
105463,100,"No",100
105462,100,"No",100
105461,100,"No",100
105460,100,"No",100
105459,100,"No",100
105468,100,"No",100
105467,100,"No",100
105466,100,"No",100
105465,100,"No",100
105464,100,"No",100
105474,100,"No",100
105473,100,"No",100
105471,100,"No",100
105470,100,"No",100
105469,66.67,"Sí",67
105479,100,"No",100
105478,100,"No",100
105477,100,"No",100
105476,66.67,"Sí",67
105475,50,"Sí",50
105486,100,"No",100
105485,100,"No",100
105484,100,"No",100
105483,100,"No",100
105481,100,"No",100
105491,100,"No",100
105490,100,"Sí",100
105489,100,"No",100
105488,100,"No",100
105487,66.67,"Sí",67
105496,50,"Sí",50
105495,100,"No",100
105494,100,"No",100
105493,100,"No",100
105492,100,"No",100
105502,100,"No",100
105501,100,"No",100
105500,100,"No",100
105499,100,"No",100
105497,100,"No",100
105508,100,"No",100
105507,100,"No",100
105506,100,"No",100
105505,100,"No",100
105503,100,"No",100
105513,100,"No",100
105512,100,"No",100
105511,100,"No",100
105510,100,"No",100
105509,50,"Sí",50
105522,100,"No",100
105521,100,"No",100
105518,100,"No",100
105517,100,"No",100
105514,100,"No",100
105533,100,"No",100
105532,100,"No",100
105530,100,"No",100
105529,100,"No",100
105523,100,"No",100
105554,100,"No",100
105542,100,"No",100
105536,100,"No",100
105535,100,"No",100
105534,100,"No",100
105605,100,"No",100
105603,100,"No",100
105595,100,"No",100
105593,100,"No",100
105589,100,"No",100
105612,100,"No",100
105610,100,"No",100
105609,100,"No",100
105608,100,"No",100
105606,100,"No",100
105617,100,"No",100
105616,100,"No",100
105615,100,"No",100
105614,100,"No",100
105613,100,"No",100
105624,100,"No",100
105623,100,"No",100
105622,100,"No",100
105621,100,"No",100
105618,100,"No",100
105629,100,"No",100
105628,100,"No",100
105627,100,"No",100
105626,100,"No",100
105625,100,"No",100
105634,100,"No",100
105633,100,"No",100
105632,100,"No",100
105631,100,"No",100
105630,100,"No",100
105640,100,"No",100
105639,100,"No",100
105637,100,"No",100
105636,100,"No",100
105635,100,"No",100
105645,100,"No",100
105644,100,"No",100
105643,100,"No",100
105642,100,"No",100
105641,100,"No",100
105650,100,"No",100
105649,100,"No",100
105648,100,"No",100
105647,100,"No",100
105646,100,"No",100
105655,67,"Sí",67
105654,100,"No",100
105653,100,"No",100
105652,100,"No",100
105651,100,"No",100
105660,100,"No",100
105659,100,"No",100
105658,100,"No",100
105657,100,"No",100
105656,100,"No",100
105666,100,"No",100
105664,100,"No",100
105663,100,"No",100
105662,100,"No",100
105661,100,"No",100
105671,100,"No",100
105670,100,"No",100
105669,100,"No",100
105668,100,"No",100
105667,100,"No",100
105676,100,"No",100
105675,100,"No",100
105674,100,"No",100
105673,100,"No",100
105672,100,"No",100
105681,100,"No",100
105680,100,"No",100
105679,100,"No",100
105678,100,"No",100
105677,100,"No",100
105686,100,"No",100
105685,100,"No",100
105684,100,"No",100
105683,100,"No",100
105682,100,"No",100
105691,100,"No",100
105690,100,"No",100
105689,75,"Sí",75
105688,100,"No",100
105687,100,"No",100
105696,45,"Sí",45
105695,100,"No",100
105694,100,"No",100
105693,100,"No",100
105692,100,"No",100
105701,100,"No",100
105700,100,"No",100
105699,100,"No",100
105698,100,"No",100
105697,100,"No",100
105707,100,"No",100
105706,100,"No",100
105704,100,"No",100
105703,100,"No",100
105702,100,"No",100
105713,100,"No",100
105712,100,"No",100
105711,100,"No",100
105710,100,"No",100
105708,100,"No",100
105718,100,"No",100
105717,100,"No",100
105716,100,"No",100
105715,100,"No",100
105714,100,"No",100
105723,100,"No",100
105722,100,"No",100
105721,100,"No",100
105720,100,"No",100
105719,60,"Sí",60
105728,100,"Sí",100
105727,100,"No",100
105726,100,"No",100
105725,100,"No",100
105724,100,"No",100
105733,100,"No",100
105732,100,"No",100
105731,100,"No",100
105730,100,"No",100
105729,100,"No",100
105738,100,"No",100
105737,100,"No",100
105736,100,"No",100
105735,100,"No",100
105734,100,"No",100
105743,100,"No",100
105742,100,"No",100
105741,100,"No",100
105740,100,"No",100
105739,100,"No",100
105749,100,"No",100
105748,100,"No",100
105747,100,"No",100
105745,100,"No",100
105744,100,"No",100
105755,100,"No",100
105753,100,"No",100
105752,100,"No",100
105751,100,"Sí",100
105750,100,"No",100
105763,100,"No",100
105762,100,"No",100
105759,100,"No",100
105758,100,"No",100
105756,100,"No",100
105770,100,"No",100
105769,100,"No",100
105768,100,"No",100
105767,100,"No",100
105766,100,"No",100
105776,100,"No",100
105775,100,"No",100
105773,100,"No",100
105772,100,"No",100
105771,100,"No",100
105783,100,"No",100
105781,100,"No",100
105780,100,"No",100
105778,100,"No",100
105777,100,"No",100
105788,100,"No",100
105787,100,"No",100
105786,100,"No",100
105785,100,"No",100
105784,100,"No",100
105793,100,"No",100
105792,100,"No",100
105791,100,"No",100
105790,100,"Sí",100
105789,100,"No",100
105798,100,"No",100
105797,100,"No",100
105796,100,"No",100
105795,100,"No",100
105794,100,"No",100
105804,95,"Sí",95
105803,100,"No",100
105802,100,"No",100
105801,100,"No",100
105800,100,"No",100
105810,100,"No",100
105809,100,"No",100
105808,100,"No",100
105807,100,"No",100
105806,100,"No",100
105819,100,"Sí",100
105817,100,"No",100
105816,100,"No",100
105813,100,"No",100
105812,100,"No",100
105826,100,"No",100
105825,50,"Sí",50
105823,100,"No",100
105822,100,"No",100
105821,100,"No",100
105831,100,"No",100
105830,100,"No",100
105829,100,"No",100
105828,100,"No",100
105827,65,"Sí",65
105839,100,"No",100
105838,100,"No",100
105837,70,"Sí",70
105836,100,"No",100
105834,100,"No",100
105845,100,"No",100
105844,50,"Sí",50
105843,100,"No",100
105841,100,"No",100
105840,100,"No",100
105850,100,"No",100
105849,100,"No",100
105848,100,"No",100
105847,100,"No",100
105846,100,"No",100
105856,100,"No",100
105855,100,"No",100
105853,50,"Sí",50
105852,100,"No",100
105851,33.33,"Sí",33
105861,100,"No",100
105860,100,"No",100
105859,100,"No",100
105858,100,"No",100
105857,100,"No",100
105870,100,"No",100
105868,100,"No",100
105866,100,"No",100
105864,100,"No",100
105862,100,"No",100
105876,50,"Sí",50
105875,100,"No",100
105874,100,"No",100
105873,100,"No",100
105872,50,"Sí",50
105885,100,"No",100
105884,100,"No",100
105883,100,"No",100
105882,100,"No",100
105879,100,"No",100
105891,100,"No",100
105890,100,"No",100
105889,100,"No",100
105888,100,"No",100
105887,100,"No",100
105902,100,"No",100
105901,100,"No",100
105898,100,"No",100
105896,100,"No",100
105895,100,"No",100
105914,100,"No",100
105910,100,"No",100
105908,100,"No",100
105907,100,"No",100
105906,100,"No",100
105926,100,"No",100
105921,100,"No",100
105918,100,"No",100
105917,100,"No",100
105916,100,"No",100
105949,100,"No",100
105944,100,"No",100
105940,100,"No",100
105939,100,"No",100
105928,50,"Sí",50
105957,100,"No",100
105956,100,"No",100
105955,100,"No",100
105954,100,"No",100
105951,20,"Sí",20
105969,100,"No",100
105963,100,"Sí",100
105962,70,"Sí",70
105961,100,"No",100
105960,75,"Sí",75
105974,100,"No",100
105973,100,"No",100
105972,100,"No",100
105971,100,"No",100
105970,100,"No",100
105984,100,"No",100
105979,100,"No",100
105978,100,"No",100
105977,100,"No",100
105975,100,"No",100
105990,100,"No",100
105989,100,"No",100
105987,100,"No",100
105986,100,"No",100
105985,100,"No",100
105998,100,"No",100
105997,100,"No",100
105996,100,"No",100
105995,100,"No",100
105994,100,"No",100
106007,100,"No",100
106006,100,"No",100
106003,100,"No",100
106002,100,"No",100
105999,100,"No",100
106023,100,"No",100
106016,85,"Sí",85
106010,100,"No",100
106009,100,"No",100
106008,100,"No",100
106039,100,"No",100
106036,100,"No",100
106031,100,"No",100
106030,100,"No",100
106028,100,"No",100
106048,100,"No",100
106047,100,"No",100
106046,100,"No",100
106045,100,"No",100
106041,100,"No",100
106053,100,"No",100
106052,100,"No",100
106051,100,"No",100
106050,100,"No",100
106049,100,"No",100
106058,100,"No",100
106057,100,"No",100
106056,100,"No",100
106055,100,"No",100
106054,100,"No",100
106064,100,"No",100
106063,100,"No",100
106062,100,"No",100
106060,100,"No",100
106059,100,"No",100
106072,100,"No",100
106070,100,"No",100
106069,100,"No",100
106067,100,"No",100
106065,100,"No",100
106077,100,"No",100
106076,80,"Sí",80
106075,100,"No",100
106074,100,"No",100
106073,100,"No",100
106082,100,"No",100
106081,100,"No",100
106080,100,"No",100
106079,100,"No",100
106078,100,"No",100
106087,100,"No",100
106086,100,"No",100
106085,100,"No",100
106084,100,"No",100
106083,100,"No",100
106092,100,"No",100
106091,100,"No",100
106090,100,"No",100
106089,100,"No",100
106088,100,"No",100
106098,100,"No",100
106097,100,"No",100
106095,100,"No",100
106094,100,"No",100
106093,100,"No",100
106103,100,"No",100
106102,100,"No",100
106101,70,"Sí",70
106100,100,"No",100
106099,100,"No",100
106108,100,"No",100
106107,100,"No",100
106106,100,"No",100
106105,50,"Sí",50
106104,50,"Sí",50
106114,100,"No",100
106113,100,"No",100
106112,100,"No",100
106110,100,"No",100
106109,100,"No",100
106119,100,"No",100
106118,100,"No",100
106117,100,"No",100
106116,100,"No",100
106115,100,"No",100
106124,100,"No",100
106123,100,"No",100
106122,100,"No",100
106121,100,"No",100
106120,100,"No",100
106129,100,"No",100
106128,100,"No",100
106127,100,"No",100
106126,100,"No",100
106125,100,"No",100
106134,100,"No",100
106133,100,"No",100
106132,100,"No",100
106131,100,"No",100
106130,100,"No",100
106139,100,"No",100
106138,100,"No",100
106137,100,"No",100
106136,55.56,"Sí",56
106135,100,"No",100
106144,100,"No",100
106143,100,"No",100
106142,100,"No",100
106141,100,"No",100
106140,100,"No",100
106149,50,"Sí",50
106148,100,"No",100
106147,50,"Sí",50
106146,100,"No",100
106145,100,"No",100
106154,100,"No",100
106153,50,"Sí",50
106152,100,"No",100
106151,100,"No",100
106150,100,"No",100
106159,100,"No",100
106158,100,"No",100
106157,100,"No",100
106156,100,"No",100
106155,100,"No",100
106166,100,"No",100
106164,100,"No",100
106163,100,"No",100
106161,100,"No",100
106160,100,"No",100
106172,100,"No",100
106171,100,"No",100
106170,100,"No",100
106169,100,"No",100
106167,100,"No",100
106177,100,"No",100
106176,50,"Sí",50
106175,100,"No",100
106174,100,"No",100
106173,100,"No",100
106183,100,"No",100
106181,100,"No",100
106180,100,"No",100
106179,100,"No",100
106178,100,"No",100
106190,100,"No",100
106189,100,"No",100
106186,100,"No",100
106185,100,"No",100
106184,100,"No",100
106196,100,"No",100
106195,100,"No",100
106194,100,"No",100
106192,100,"No",100
106191,100,"No",100
106203,100,"Sí",100
106201,100,"No",100
106199,100,"No",100
106198,100,"No",100
106197,100,"No",100
106209,100,"No",100
106208,100,"No",100
106207,100,"No",100
106206,100,"No",100
106204,100,"No",100
106214,100,"No",100
106213,100,"No",100
106212,100,"No",100
106211,100,"No",100
106210,100,"No",100
106220,100,"No",100
106218,100,"No",100
106217,100,"No",100
106216,100,"No",100
106215,100,"No",100
106225,100,"No",100
106224,100,"No",100
106223,100,"No",100
106222,100,"No",100
106221,100,"No",100
106231,100,"No",100
106230,100,"No",100
106229,100,"No",100
106227,60,"Sí",60
106226,50,"Sí",50
106238,100,"No",100
106236,100,"No",100
106235,100,"No",100
106233,100,"No",100
106232,100,"No",100
106243,100,"No",100
106242,100,"No",100
106241,100,"No",100
106240,100,"No",100
106239,100,"No",100
106249,100,"No",100
106248,100,"No",100
106247,100,"No",100
106246,100,"No",100
106245,50,"Sí",50
106255,100,"No",100
106254,100,"No",100
106253,100,"No",100
106251,100,"No",100
106250,100,"No",100
106261,100,"No",100
106260,100,"No",100
106258,100,"No",100
106257,100,"No",100
106256,100,"No",100
106267,100,"No",100
106266,100,"No",100
106265,100,"No",100
106264,100,"No",100
106262,100,"No",100
106273,100,"No",100
106272,100,"No",100
106271,75,"Sí",75
106270,100,"No",100
106269,100,"No",100
106279,50,"Sí",50
106278,100,"No",100
106277,100,"No",100
106275,100,"No",100
106274,100,"No",100
106284,100,"No",100
106283,100,"No",100
106282,66.67,"Sí",67
106281,100,"No",100
106280,100,"No",100
106290,100,"No",100
106289,100,"No",100
106287,100,"No",100
106286,100,"No",100
106285,100,"No",100
106295,100,"No",100
106294,50,"Sí",50
106293,100,"No",100
106292,100,"No",100
106291,100,"No",100
106302,100,"No",100
106301,100,"No",100
106300,100,"No",100
106299,100,"No",100
106296,100,"No",100
106308,100,"No",100
106307,100,"No",100
106306,100,"No",100
106305,100,"No",100
106303,100,"No",100
106313,100,"No",100
106312,100,"No",100
106311,100,"No",100
106310,100,"No",100
106309,100,"No",100
106319,100,"No",100
106317,100,"No",100
106316,100,"No",100
106315,100,"No",100
106314,100,"No",100
106325,50,"Sí",50
106324,100,"No",100
106322,100,"No",100
106321,100,"No",100
106320,100,"No",100
106331,100,"No",100
106330,100,"No",100
106329,100,"No",100
106328,100,"No",100
106327,100,"No",100
106337,100,"No",100
106335,100,"No",100
106334,100,"No",100
106333,100,"No",100
106332,100,"No",100
106344,100,"No",100
106342,100,"No",100
106341,100,"No",100
106339,100,"No",100
106338,100,"No",100
106349,100,"No",100
106348,100,"No",100
106347,40,"Sí",40
106346,100,"No",100
106345,100,"No",100
106356,100,"No",100
106355,100,"No",100
106353,100,"No",100
106352,100,"No",100
106351,100,"No",100
106362,100,"No",100
106361,100,"No",100
106359,100,"No",100
106358,100,"No",100
106357,100,"No",100
106369,100,"No",100
106368,100,"No",100
106366,100,"No",100
106364,100,"No",100
106363,100,"No",100
106375,100,"No",100
106374,66.67,"Sí",67
106373,100,"No",100
106372,100,"No",100
106370,100,"No",100
106380,100,"No",100
106379,100,"No",100
106378,100,"No",100
106377,100,"No",100
106376,100,"No",100
106386,50,"Sí",50
106385,67,"Sí",67
106384,100,"No",100
106382,100,"No",100
106381,100,"No",100
106391,100,"No",100
106390,90,"Sí",90
106389,100,"No",100
106388,100,"No",100
106387,100,"No",100
106397,100,"No",100
106396,100,"No",100
106394,100,"No",100
106393,100,"No",100
106392,50,"Sí",50
106402,75,"Sí",75
106401,100,"No",100
106400,100,"No",100
106399,100,"No",100
106398,100,"No",100
106409,100,"No",100
106408,100,"No",100
106407,100,"No",100
106406,100,"No",100
106403,100,"No",100
106414,100,"No",100
106413,100,"No",100
106412,70,"Sí",70
106411,100,"No",100
106410,100,"No",100
106419,100,"No",100
106418,100,"No",100
106417,100,"No",100
106416,100,"No",100
